Wavenumber (cm-1),Transmittance (%)
1682.97042,34.16722272
1682.97042,33.54363479
1682.97042,32.92004686
1682.97042,32.29645893
1682.97042,31.672871
1682.97042,31.04928307
1682.97042,30.42569514
1682.97042,29.80210721
1682.97042,29.17851928
1682.97042,28.55493135
1682.97042,27.93134343
1682.97042,27.3077555
1682.97042,26.68416757
1677.917904,26.06017576
1677.917904,25.43658783
1677.917904,24.8129999
1677.917904,24.18941197
1677.917904,23.56582405
1677.917904,22.94223612
1677.917904,22.31864819
1675.391646,21.77280681
1669.497044,21.0707992
1670.33913,20.2913816
1670.33913,19.66779367
1670.33913,19.04420574
1670.33913,18.42061781
1670.33913,17.87497838
1672.865388,17.32954088
1672.865388,16.86184993
1660.234098,26.52645313
1662.760356,25.74717016
1662.760356,25.12358223
1662.760356,24.4999943
1662.760356,23.87640638
1662.760356,23.25281845
1662.760356,22.62923052
1662.760356,22.00564259
1662.760356,21.53795164
1655.181581,31.74859816
1657.707839,31.04726368
1657.707839,30.42367575
1657.707839,29.80008782
1657.707839,29.17649989
1657.707839,28.55291196
1657.707839,27.92932404
1657.707839,27.30573611
1652.655323,36.65915116
1652.655323,36.03556323
1652.655323,35.4119753
1652.655323,34.78838738
1652.655323,34.16479945
1652.655323,33.54121152
1652.655323,32.91762359
1652.655323,32.29403566
1647.602807,41.33565675
1647.602807,40.71206882
1647.602807,40.08848089
1647.602807,39.46489296
1647.602807,38.84130504
1647.602807,38.21771711
1647.602807,37.59412918
1647.602807,37.12643823
1640.024033,44.84273303
1642.550291,44.14139855
1642.550291,43.51781062
1642.550291,42.89422269
1642.550291,42.27063477
1642.550291,41.80294382
1634.971517,46.1674535
1637.497775,45.38817053
1624.866484,47.02407915
1622.340226,47.56951665
1617.28771,49.75167052
1617.28771,49.12808259
1617.28771,48.50449466
1617.28771,48.03680372
1612.235194,53.49279422
1612.235194,52.86920629
1612.235194,52.24561836
1612.235194,51.62203043
1612.235194,50.9984425
1612.235194,50.37485457
1607.182678,55.98674206
1607.182678,55.36315413
1607.182678,54.7395662
1607.182678,54.11597827
1599.603903,57.31126059
1602.130161,56.60992611
1589.498871,57.07660736
1579.393839,56.53016016
1569.288806,56.37345542
1559.183774,55.98290521
1551.605,59.72382697
1551.605,59.10023904
1551.605,58.47665111
1551.605,57.85306318
1551.605,57.22947525
1551.605,56.60588732
1546.552483,65.02392049
1546.552483,64.40033256
1546.552483,63.77674463
1546.552483,63.1531567
1546.552483,62.52956877
1546.552483,61.90598084
1546.552483,61.28239291
1546.552483,60.65880498
1546.552483,60.19111404
1538.973709,67.20587242
1538.973709,66.58228449
1538.973709,66.03664505
1541.499967,65.49120755
1531.394935,65.95809075
1531.394935,65.33450282
1531.394935,64.71091489
1531.394935,64.08732696
1531.394935,63.46373903
1531.394935,62.8401511
1531.394935,62.21656317
1531.394935,61.74887222
1526.342419,61.2807774
1526.342419,60.65718947
1526.342419,60.03360154
1523.816161,59.25391469
1516.237386,60.65638171
1516.237386,60.03279379
1516.237386,59.40920586
1511.18487,63.46212352
1511.18487,62.83853559
1511.18487,62.21494766
1511.18487,61.59135973
1511.18487,61.12366878
1503.606096,64.08510563
1501.079838,63.46131576
1501.079838,62.83772783
